Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof
Stephen Graham,2006,2011,G,6-6,215,"June 11, 1982","University of Central Florida, Oklahoma State University",/players/g/grahast01.html,False,False
Treveon Graham,2017,2018,G,6-6,220,"October 29, 1993",Virginia Commonwealth University,/players/g/grahatr01.html,True,False
Jim Grandholm,1991,1991,F-C,7-0,235,"October 4, 1960","University of Florida, University of South Florida",/players/g/grandji01.html,False,False
Ron Grandison,1989,1996,F,6-6,215,"July 9, 1964","University of California, Irvine, University of New Orleans",/players/g/grandro01.html,False,False
Danny Granger,2006,2015,F,6-9,222,"April 20, 1983","Bradley University, University of New Mexico",/players/g/grangda01.html,False,False
Stewart Granger,1984,1987,G,6-3,190,"October 27, 1961",Villanova University,/players/g/grangst01.html,False,False
Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier University,/players/g/grantbr01.html,False,False
Bud Grant,1950,1951,F,6-3,195,"May 20, 1927",University of Minnesota,/players/g/grantbu01.html,False,False
Gary Grant,1989,2001,G,6-3,185,"April 21, 1965",University of Michigan,/players/g/grantga01.html,False,False
Greg Grant,1990,1996,G,5-7,140,"August 29, 1966",Trenton State University,/players/g/grantgr01.html,False,False
Harvey Grant,1989,1999,F,6-8,195,"July 4, 1965","Clemson University, University of Oklahoma",/players/g/grantha01.html,False,False
Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson University,/players/g/grantho01.html,False,False
Jerami Grant,2015,2018,F,6-8,210,"March 12, 1994",Syracuse University,/players/g/grantje01.html,True,False
Jerian Grant,2016,2018,G,6-4,195,"October 9, 1992",University of Notre Dame,/players/g/grantje02.html,True,False
Josh Grant,1994,1994,F,6-9,223,"August 7, 1967",University of Utah,/players/g/grantjo01.html,False,False
Paul Grant,1999,2004,C,7-0,245,"January 6, 1974","Boston College, University of Wisconsin",/players/g/grantpa01.html,False,False
Travis Grant,1973,1976,F,6-7,215,"January 1, 1950",Kentucky State University,/players/g/granttr01.html,False,False
Don Grate,1950,1950,F-G,6-2,185,"August 27, 1923",Ohio State University,/players/g/gratedo01.html,False,False
Butch Graves,1985,1985,G,6-3,200,"January 5, 1962",Yale University,/players/g/gravebu01.html,False,False
Aaron Gray,2008,2014,C,7-0,270,"December 7, 1984",University of Pittsburgh,/players/g/grayaa01.html,False,False
Devin Gray,1997,2000,F,6-7,240,"May 31, 1972",Clemson University,/players/g/grayde01.html,False,False
Ed Gray,1998,1999,G,6-3,210,"September 27, 1975","University of Tennessee, University of California",/players/g/grayed01.html,False,False
Evric Gray,1997,1997,F,6-7,235,"December 13, 1969","University of Nevada, Las Vegas",/players/g/grayev01.html,False,False
Gary Gray,1968,1968,G,6-1,185,"February 23, 1945",Oklahoma City University,/players/g/grayga01.html,False,False
Josh Gray,2018,2018,G,6-1,180,"September 9, 1993",Louisiana State University,/players/g/grayjo01.html,True,False
Leonard Gray,1975,1977,F,6-8,240,"December 19, 1951","California State University, Long Beach",/players/g/grayle01.html,False,False
Stuart Gray,1985,1991,C-F,7-0,235,"May 27, 1963","University of California, Los Angeles",/players/g/grayst01.html,False,False
Sylvester Gray,1989,1989,F,6-6,230,"July 8, 1967",University of Memphis,/players/g/graysy01.html,False,False
Wyndol Gray,1947,1948,G-F,6-1,175,"March 20, 1922",Harvard University,/players/g/graywy01.html,False,False
Jeff Grayer,1989,1998,F-G,6-5,200,"December 17, 1965",Iowa State University,/players/g/grayeje01.html,False,False
Bob Greacen,1970,1972,F,6-7,206,"September 15, 1947",Rutgers University,/players/g/greacbo01.html,False,False
A.C. Green,1986,2001,F-C,6-9,220,"October 4, 1963",Oregon State University,/players/g/greenac01.html,False,False
Danny Green,2010,2018,G-F,6-6,215,"June 22, 1987",University of North Carolina,/players/g/greenda02.html,True,False
Devin Green,2006,2006,G,6-7,210,"October 25, 1982",Hampton University,/players/g/greende01.html,False,False
Draymond Green,2013,2018,F,6-7,230,"March 4, 1990",Michigan State University,/players/g/greendr01.html,True,False
Erick Green,2015,2016,G,6-4,185,"May 9, 1991",Virginia Polytechnic Institute and State University,/players/g/greener01.html,False,False
Gerald Green,2006,2018,G-F,6-7,205,"January 26, 1986",,/players/g/greenge01.html,True,False
JaMychal Green,2015,2018,F,6-9,227,"June 21, 1990",University of Alabama,/players/g/greenja01.html,True,False
Jeff Green,2008,2018,F,6-9,235,"August 28, 1986",Georgetown University,/players/g/greenje02.html,True,False
Johnny Green,1960,1973,F-C,6-5,200,"December 8, 1933",Michigan State University,/players/g/greenjo01.html,False,False
Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas-Pan American,/players/g/greenke01.html,False,False
Kenny Green,1986,1987,F,6-6,210,"October 11, 1964",Wake Forest University,/players/g/greenke02.html,False,False
Lamar Green,1970,1975,F-C,6-7,210,"March 22, 1947",Morehead State University,/players/g/greenla01.html,False,False
Litterial Green,1993,1999,G,6-1,185,"March 7, 1970",University of Georgia,/players/g/greenli01.html,False,False
Luther Green,1970,1973,F,6-7,190,"November 13, 1946",Long Island University,/players/g/greenlu01.html,False,False
Mike Green,1974,1980,C-F,6-10,200,"August 6, 1951",Louisiana Tech University,/players/g/greenmi01.html,False,False
Rickey Green,1978,1992,G,6-0,170,"August 18, 1954",University of Michigan,/players/g/greenri01.html,False,False
Sean Green,1992,1994,G-F,6-5,210,"February 2, 1970","North Carolina State University, Iona College",/players/g/greense01.html,False,False
Si Green,1957,1966,G-F,6-2,185,"August 20, 1933",Duquesne University,/players/g/greensi01.html,False,False
Sidney Green,1984,1993,F-C,6-9,220,"January 4, 1961","University of Nevada, Las Vegas",/players/g/greensi02.html,False,False
Steve Green,1976,1979,F,6-7,220,"October 4, 1953",Indiana University,/players/g/greenst01.html,False,False
Taurean Green,2008,2008,G,6-0,177,"November 28, 1986",University of Florida,/players/g/greenta01.html,False,False
Tommie Green,1979,1979,G,6-2,185,"April 8, 1956",Southern University and A&M College,/players/g/greento01.html,False,False
Willie Green,2004,2015,G,6-4,200,"July 28, 1981",University of Detroit Mercy,/players/g/greenwi01.html,False,False
Donte Greene,2009,2012,F,6-11,226,"February 21, 1988",Syracuse University,/players/g/greendo01.html,False,False
Orien Greene,2006,2011,G,6-4,208,"February 4, 1982","University of Florida, University of Louisiana at Lafayette",/players/g/greenor01.html,False,False
Jerry Greenspan,1964,1965,F,6-5,195,"November 22, 1941",University of Maryland,/players/g/greenje01.html,False,False
Dave Greenwood,1980,1991,F-C,6-9,222,"May 27, 1957","University of California, Los Angeles",/players/g/greenda01.html,False,False
Hal Greer*,1959,1973,G-F,6-2,175,"June 26, 1936",Marshall University,/players/g/greerha01.html,False,True
Lynn Greer,2007,2007,G,6-2,175,"October 23, 1979",Temple University,/players/g/greerly01.html,False,False
Gary Gregor,1969,1974,F-C,6-7,225,"August 13, 1945",University of South Carolina,/players/g/gregoga01.html,False,False
Claude Gregory,1986,1988,F,6-8,205,"December 26, 1958",University of Wisconsin,/players/g/gregocl01.html,False,False
John Greig,1983,1983,F,6-7,215,"April 28, 1961",University of Oregon,/players/g/greigjo01.html,False,False
Norm Grekin,1954,1954,F,6-5,180,"June 22, 1930",La Salle University,/players/g/grekino01.html,False,False
Kevin Grevey,1976,1985,G-F,6-5,210,"May 12, 1953",University of Kentucky,/players/g/greveke01.html,False,False
Dennis Grey,1969,1970,C-F,6-8,215,"August 26, 1947",California Western Uiversity,/players/g/greyde01.html,False,False
Adrian Griffin,2000,2008,G-F,6-5,217,"July 4, 1974",Seton Hall University,/players/g/griffad01.html,False,False
Blake Griffin,2011,2018,F,6-10,251,"March 16, 1989",University of Oklahoma,/players/g/griffbl01.html,True,False
Eddie Griffin,2002,2007,F-C,6-10,220,"May 30, 1982",Seton Hall University,/players/g/griffed01.html,False,False
Greg Griffin,1978,1978,F,6-7,190,"September 6, 1952",Idaho State University,/players/g/griffgr01.html,False,False
Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan University,/players/g/griffpa01.html,False,False
Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",University of Oklahoma,/players/g/griffta01.html,False,False
Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",University of Louisville,/players/g/griffda01.html,False,False
Chuck Grigsby,1955,1955,G,6-5,190,"August 15, 1928",University of Dayton,/players/g/grigsch01.html,False,False
Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",University of Missouri,/players/g/grimmde01.html,False,False
Woody Grimshaw,1947,1947,G,6-1,185,"September 24, 1919",Brown University,/players/g/grimswo01.html,False,False
Dick Groat,1953,1953,G,5-11,180,"November 4, 1930",Duke University,/players/g/groatdi01.html,False,False
Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","Seattle University, California State University, Long Beach",/players/g/grossbo01.html,False,False
Mike Grosso,1972,1972,C,6-9,230,"September 7, 1947",University of Louisville,/players/g/grossmi01.html,False,False
Jerry Grote,1965,1965,G,6-4,215,"December 28, 1940",Loyola Marymount University,/players/g/groteje01.html,False,False
Alex Groza,1950,1951,C,6-7,218,"October 7, 1926",University of Kentucky,/players/g/grozaal01.html,False,False
Dick Grubar,1970,1970,G,6-4,184,"July 26, 1947",University of North Carolina,/players/g/grubadi01.html,False,False
Anthony Grundy,2006,2006,G,6-3,180,"April 15, 1979",North Carolina State University,/players/g/grundan01.html,False,False
Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",University of Tennessee,/players/g/grunfer01.html,False,False
Gene Guarilia,1960,1963,F,6-5,220,"September 13, 1937",George Washington University,/players/g/guarige01.html,False,False
Petur Gudmundsson,1982,1989,C,7-2,260,"October 30, 1958",University of Washington,/players/g/gudmupe01.html,False,False
Richie Guerin*,1957,1970,G,6-4,195,"May 29, 1932",Iona College,/players/g/gueriri01.html,False,True
Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",North Carolina State University,/players/g/guglito01.html,False,False
Andres Guibert,1994,1995,F-C,6-10,225,"October 28, 1968",,/players/g/guibean01.html,False,False
Jay Guidinger,1993,1994,C,6-10,255,"August 18, 1969",University of Minnesota Duluth,/players/g/guidija01.html,False,False
Coulby Gunther,1947,1949,F,6-4,190,"February 5, 1923",Boston College,/players/g/gunthco01.html,False,False
Dave Gunther,1963,1963,F,6-7,190,"July 22, 1937",University of Iowa,/players/g/gunthda01.html,False,False
Al Guokas,1950,1950,F-G,6-5,200,"August 7, 1925",Saint Joseph's University,/players/g/guokaal01.html,False,False
Matt Guokas,1947,1947,F,6-3,195,"November 11, 1915",Saint Joseph's University,/players/g/guokama01.html,False,False
Matt Guokas,1967,1976,G-F,6-5,175,"February 25, 1944",Saint Joseph's University,/players/g/guokama02.html,False,False
Jorge Gutierrez,2014,2016,G,6-3,191,"December 27, 1988",University of California,/players/g/gutiejo01.html,False,False
A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana University,/players/g/guytoaj01.html,False,False
Rudy Hackett,1976,1977,F,6-9,210,"May 10, 1953",Syracuse University,/players/h/hackeru01.html,False,False
Hamed Haddadi,2009,2013,C,7-2,254,"May 19, 1985",,/players/h/haddaha01.html,False,False
Jim Hadnot,1968,1968,C-F,6-10,235,"January 15, 1940",Providence College,/players/h/hadnoji01.html,False,False
Scott Haffner,1990,1991,G,6-3,180,"February 2, 1966","University of Illinois at Urbana-Champaign, University of Evansville",/players/h/haffnsc01.html,False,False
Cliff Hagan*,1957,1970,F-G,6-4,210,"December 9, 1931",University of Kentucky,/players/h/hagancl01.html,False,True
Glenn Hagan,1982,1982,G,6-0,170,"June 25, 1955",St. Bonaventure University,/players/h/hagangl01.html,False,False
Tom Hagan,1970,1971,G,6-3,185,"January 29, 1947",Vanderbilt University,/players/h/haganto01.html,False,False
Robert Hahn,1950,1950,C,6-10,240,"August 25, 1925",North Carolina State University,/players/h/hahnro01.html,False,False
Al Hairston,1969,1970,G,6-1,170,"December 11, 1945",Bowling Green State University,/players/h/hairsal01.html,False,False
Happy Hairston,1965,1975,F,6-7,225,"May 31, 1942",New York University,/players/h/hairsha01.html,False,False
Lindsay Hairston,1976,1976,F-C,6-7,180,"December 8, 1951",Michigan State University,/players/h/hairsli01.html,False,False
Malik Hairston,2009,2010,G,6-6,220,"February 23, 1987",University of Oregon,/players/h/hairsma01.html,False,False
P.J. Hairston,2015,2016,G-F,6-6,230,"December 24, 1992",University of North Carolina,/players/h/hairspj02.html,False,False
Marcus Haislip,2003,2010,F,6-10,230,"December 22, 1980",University of Tennessee,/players/h/haislma01.html,False,False
Chick Halbert,1947,1951,C,6-9,225,"February 27, 1919",West Texas A&M University,/players/h/halbech01.html,False,False
Swede Halbrook,1961,1962,C,7-3,235,"January 30, 1933",Oregon State University,/players/h/halbrsw01.html,False,False
Bruce Hale,1949,1951,G-F,6-1,170,"August 30, 1918",Santa Clara University,/players/h/halebr01.html,False,False
Hal Hale,1968,1968,G,6-1,180,"September 21, 1945",Utah State University,/players/h/haleha01.html,False,False
Jack Haley,1989,1998,C-F,6-10,240,"January 27, 1964","University of California, Los Angeles",/players/h/haleyja01.html,False,False
Shaler Halimon,1969,1973,G-F,6-5,199,"March 30, 1945",Utah State University,/players/h/halimsh01.html,False,False
Mike Hall,2007,2007,F,6-8,230,"June 5, 1984",George Washington University,/players/h/hallmi01.html,False,False
Jeff Halliburton,1972,1973,G,6-5,193,"July 3, 1949",Drake University,/players/h/hallije01.html,False,False
Darvin Ham,1997,2005,F,6-7,220,"July 23, 1973",Texas Tech University,/players/h/hamda01.html,False,False
Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",University of Tennessee,/players/h/hamerst01.html,False,False
Dale Hamilton,1950,1950,G-F,6-0,180,"August 16, 1919",Franklin College,/players/h/hamilda01.html,False,False
Daniel Hamilton,2018,2018,G-F,6-7,195,"August 8, 1995",University of Connecticut,/players/h/hamilda02.html,True,False
Dennis Hamilton,1968,1971,F,6-8,210,"May 8, 1944",Arizona State University,/players/h/hamilde01.html,False,False
Joe Hamilton,1971,1976,G,5-10,160,"July 5, 1948",University of North Texas,/players/h/hamiljo01.html,False,False
Jordan Hamilton,2012,2016,G-F,6-7,220,"October 6, 1990",University of Texas at Austin,/players/h/hamiljo02.html,False,False
Justin Hamilton,2014,2017,C,7-0,260,"April 1, 1990","Iowa State University, Louisiana State University",/players/h/hamilju01.html,True,False
Ralph Hamilton,1949,1949,G-F,6-1,188,"June 10, 1921",Indiana University,/players/h/hamilra01.html,False,False
Richard Hamilton,2000,2013,G-F,6-6,185,"February 14, 1978",University of Connecticut,/players/h/hamilri01.html,False,False
Roy Hamilton,1980,1981,G,6-2,180,"July 20, 1957","University of California, Los Angeles",/players/h/hamilro01.html,False,False
Steve Hamilton,1959,1960,F-C,6-6,190,"November 30, 1934",Morehead State University,/players/h/hamilst01.html,False,False
Tang Hamilton,2002,2002,F,6-8,220,"May 26, 1978",Mississippi State University,/players/h/hamilta01.html,False,False
Thomas Hamilton,1996,2000,C,7-2,330,"April 3, 1975",University of Pittsburgh,/players/h/hamilth01.html,False,False
Zendon Hamilton,2001,2006,C-F,6-11,250,"April 27, 1975",St. John's University,/players/h/hamilze01.html,False,False
Geert Hammink,1994,1996,C,7-0,262,"July 12, 1969",Louisiana State University,/players/h/hammige01.html,False,False
Julian Hammond,1968,1972,F,6-5,205,"May 27, 1943",University of Tulsa,/players/h/hammoju01.html,False,False
Tom Hammonds,1990,2001,F,6-9,215,"March 27, 1967",Georgia Institute of Technology,/players/h/hammoto01.html,False,False
A.J. Hammons,2017,2017,C,7-0,260,"August 27, 1992",Purdue University,/players/h/hammoaj01.html,True,False
Joe Hamood,1968,1968,G,6-0,180,"September 7, 1943",University of Houston,/players/h/hamoojo01.html,False,False
Darrin Hancock,1995,1997,G-F,6-7,205,"November 3, 1971",University of Kansas,/players/h/hancoda01.html,False,False
Ben Handlogten,2004,2005,C,6-10,240,"November 16, 1973",Western Michigan University,/players/h/handlbe01.html,False,False
Cecil Hankins,1947,1948,G,6-1,175,"January 6, 1922",Oklahoma State University,/players/h/hankice01.html,False,False
Phil Hankinson,1974,1975,F,6-8,195,"July 26, 1951",University of Pennsylvania,/players/h/hankiph01.html,False,False
Alex Hannum*,1950,1957,F-C,6-7,210,"July 19, 1923",University of Southern California,/players/h/hannual01.html,False,True
Don Hanrahan,1953,1953,F,6-7,200,"February 6, 1929",Loyola University of Chicago,/players/h/hanrado01.html,False,False
