Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,url,is_active,in_hof,career_games,career_win_shares,peak_ws,aba_years,n_chips,nba_asg,leaderboard_points,hof_as_player,hof_pr
Matt Fish,1995,1997,C,83,235,"November 18, 1969",University of North Carolina at Wilmington,/players/f/fishma01.html,False,False,50,0.6,0.42991666666666667,0,0,0,0,0,0.0
Derek Fisher,1997,2014,G,73,200,"August 9, 1974",University of Arkansas at Little Rock,/players/f/fishede01.html,False,False,1287,62.3,6.2550625,0,5,0,0,0,0.019
Richard Fisher,1972,1972,F,77,215,"October 27, 1948",Colorado State University,/players/f/fisheri01.html,False,False,12,0.2,,1,0,0,0,0,0.0
Gerald Fitch,2006,2006,G,75,188,"August 12, 1982",University of Kentucky,/players/f/fitchge01.html,False,False,18,0.1,0.12945833333333331,0,0,0,0,0,0.0
Bob Fitzgerald,1947,1949,F-C,77,190,"March 14, 1923",Seton Hall University,/players/f/fitzgbo01.html,False,False,78,-0.2,0.3,0,0,0,0,0,0.0
Dick Fitzgerald,1947,1948,F,74,175,"November 18, 1920",Fordham University,/players/f/fitzgdi01.html,False,False,61,-0.9,-0.1,0,0,0,0,0,0.0
Marcus Fizer,2001,2006,F,81,262,"August 10, 1978",Iowa State University,/players/f/fizerma01.html,False,False,289,2.7,1.3820416666666668,0,0,0,0,0,0.0
Jerry Fleishman,1947,1953,G-F,74,190,"February 14, 1922",New York University,/players/f/fleisje01.html,False,False,262,7.8,2.2,0,1,0,0,0,0.0
Al Fleming,1978,1978,F,79,215,"April 5, 1954",University of Arizona,/players/f/flemial01.html,False,False,20,0.0,0.036375,0,0,0,0,0,0.0
Ed Fleming,1956,1960,G-F,75,189,"July 25, 1933",Niagara University,/players/f/flemied01.html,False,False,292,9.8,4.985499999999999,0,0,0,0,0,0.0
Vern Fleming,1985,1996,G,77,185,"February 4, 1962",University of Georgia,/players/f/flemive01.html,False,False,893,52.0,8.42675,0,0,0,0,0,0.0
Luis Flores,2005,2005,G,74,200,"April 11, 1981","Rutgers University, Manhattan College",/players/f/florelu01.html,False,False,16,0.0,-0.03208333333333333,0,0,0,0,0,0.0
Bruce Flowers,1983,1983,F,80,225,"June 13, 1957",University of Notre Dame,/players/f/flowebr01.html,False,False,53,1.7,1.7329375,0,0,0,0,0,0.0
Sleepy Floyd,1983,1995,G,75,170,"March 6, 1960",Georgetown University,/players/f/floydsl01.html,False,False,957,50.6,10.021833333333333,0,0,1,28,0,0.005
Jonny Flynn,2010,2012,G,72,185,"February 6, 1989",Syracuse University,/players/f/flynnjo01.html,False,False,163,-1.1,0.09745833333333333,0,0,0,0,0,0.0
Mike Flynn,1976,1978,G,74,180,"July 31, 1953",University of Kentucky,/players/f/flynnmi01.html,False,False,211,2.8,1.7101666666666666,1,0,0,0,0,0.0
Larry Fogle,1976,1976,G,77,205,"March 19, 1953",Canisius College,/players/f/foglela01.html,False,False,2,0.0,-0.04754166666666667,0,0,0,0,0,0.0
Jack Foley,1963,1963,F,75,170,"April 19, 1939",College of the Holy Cross,/players/f/foleyja01.html,False,False,11,0.1,0.19358333333333333,0,0,0,0,0,0.0
Isaac Fontaine,2002,2002,G,76,210,"April 16, 1975",Washington State University,/players/f/fontais01.html,False,False,6,-0.2,-0.17500000000000002,0,0,0,0,0,0.0
Levi Fontaine,1971,1971,G,76,190,"November 1, 1948",University of Maryland Eastern Shore,/players/f/fontale01.html,False,False,35,-0.3,-0.30187500000000006,0,0,0,0,0,0.0
Jeff Foote,2012,2012,C,84,265,"July 14, 1987",Cornell University,/players/f/footeje01.html,False,False,4,-0.1,-0.0641875,0,0,0,0,0,0.0
Bryn Forbes,2017,2019,G,75,190,"July 23, 1993",Michigan State University,/players/f/forbebr01.html,True,False,166,4.2,2.117479166666667,0,0,0,0,0,0.0
Gary Forbes,2011,2012,F,79,220,"February 25, 1985","University of Virginia, University of Massachusetts Amherst",/players/f/forbega01.html,False,False,111,1.7,0.9063541666666667,0,0,0,0,0,0.0
Alphonso Ford,1994,1995,G,73,190,"October 31, 1971",Mississippi Valley State University,/players/f/fordal01.html,False,False,11,-0.4,0.06433333333333334,0,0,0,0,0,0.0
Alton Ford,2002,2004,F,81,275,"May 29, 1981",University of Houston,/players/f/fordal02.html,False,False,73,0.8,0.7815833333333334,0,0,0,0,0,0.0
Bob Ford,1973,1973,F,79,228,"January 26, 1950",Purdue University,/players/f/fordbo01.html,False,False,9,-0.1,,1,0,0,0,0,0.0
Chris Ford,1973,1982,G-F,77,190,"January 11, 1949",Villanova University,/players/f/fordch01.html,False,False,794,35.6,5.551875,0,1,0,13,0,0.0
Don Ford,1976,1982,F,81,215,"December 31, 1952","University of New Mexico, University of California, Santa Barbara",/players/f/forddo01.html,False,False,474,12.7,3.5253124999999996,0,0,0,0,0,0.0
Jake Ford,1971,1972,G,75,180,"April 29, 1946",University of Maryland Eastern Shore,/players/f/fordja01.html,False,False,31,0.7,0.5957916666666666,0,0,0,0,0,0.0
Phil Ford,1979,1985,G,74,175,"February 9, 1956",University of North Carolina,/players/f/fordph01.html,False,False,482,23.3,6.061062499999999,0,0,0,26,0,0.0
Sharrod Ford,2006,2006,F,81,225,"January 9, 1982",Clemson University,/players/f/fordsh02.html,False,False,3,0.0,-0.008666666666666668,0,0,0,0,0,0.0
Sherell Ford,1996,1996,F,79,210,"August 26, 1972",University of Illinois at Chicago,/players/f/fordsh01.html,False,False,28,0.4,0.35908333333333337,0,0,0,0,0,0.0
T.J. Ford,2004,2012,G,72,165,"March 24, 1983",University of Texas at Austin,/players/f/fordtj01.html,False,False,429,16.9,4.252354166666667,0,0,0,6,0,0.0
Donnie Forman,1949,1949,G,70,175,"January 17, 1926",New York University,/players/f/formado01.html,False,False,44,0.8,0.8,0,1,0,0,0,0.0
Bayard Forrest,1978,1979,C,82,235,"July 8, 1954",Grand Canyon University,/players/f/forreba01.html,False,False,139,2.7,1.4228958333333332,0,0,0,0,0,0.0
Joseph Forte,2002,2003,G,76,194,"March 23, 1981",University of North Carolina,/players/f/fortejo01.html,False,False,25,-0.4,-0.11699999999999999,0,0,0,0,0,0.0
Courtney Fortson,2012,2012,G,71,185,"May 23, 1988",University of Arkansas,/players/f/fortsco01.html,False,False,10,0.0,-0.03760416666666667,0,0,0,0,0,0.0
Danny Fortson,1998,2007,F,79,260,"March 27, 1976",University of Cincinnati,/players/f/fortsda01.html,False,False,440,22.3,4.524333333333334,0,0,0,15,0,0.0
Fred Foster,1969,1977,F,77,210,"March 18, 1946",Miami University,/players/f/fostefr01.html,False,False,524,2.9,2.077,0,0,0,0,0,0.0
Greg Foster,1991,2003,F-C,83,240,"October 3, 1968","University of California, Los Angeles, University of Texas at El Paso",/players/f/fostegr01.html,False,False,656,5.6,1.3556249999999999,0,1,0,0,0,0.0
Jeff Foster,2000,2012,F-C,83,236,"January 16, 1977",Texas State University,/players/f/fosteje01.html,False,False,764,47.5,8.252541666666668,0,0,0,0,0,0.0
Jimmy Foster,1975,1976,G,73,175,"December 16, 1951",University of Connecticut,/players/f/fosteja01.html,False,False,89,-1.4,,2,0,0,0,0,0.0
Rod Foster,1984,1986,G,73,160,"October 10, 1960","University of California, Los Angeles",/players/f/fostero01.html,False,False,207,2.2,1.602,0,0,0,0,0,0.0
Antonis Fotsis,2002,2002,F,82,219,"April 1, 1981",,/players/f/fotsian01.html,False,False,28,0.1,0.11333333333333334,0,0,0,0,0,0.0
Evan Fournier,2013,2019,G-F,79,205,"October 29, 1992",,/players/f/fournev01.html,True,False,424,17.0,5.666583333333333,0,0,0,0,0,0.0
Larry Foust,1951,1962,C-F,81,215,"June 24, 1928",La Salle University,/players/f/foustla01.html,False,False,817,74.3,13.301,0,0,8,48,0,0.9420000000000001
Calvin Fowler,1970,1970,G,72,175,"February 11, 1940",Saint Francis University,/players/f/fowleca01.html,False,False,78,2.1,,1,0,0,0,0,0.0
Jerry Fowler,1952,1952,C,80,230,"June 20, 1927",University of Missouri,/players/f/fowleje01.html,False,False,6,-0.1,-0.08541666666666668,0,0,0,0,0,0.0
Tremaine Fowlkes,2002,2005,F,80,220,"April 11, 1976","University of California, California State University, Fresno",/players/f/fowlktr01.html,False,False,103,2.1,1.217625,0,0,0,0,0,0.0
De'Aaron Fox,2018,2019,G,75,175,"December 20, 1997",University of Kentucky,/players/f/foxde01.html,True,False,121,2.7,3.3206249999999997,0,0,0,10,0,0.0
Harold Fox,1973,1973,G,74,175,"August 29, 1949",Jacksonville University,/players/f/foxha01.html,False,False,10,0.0,-0.024499999999999997,0,0,0,0,0,0.0
Jim Fox,1968,1977,C-F,82,230,"April 7, 1943",University of South Carolina,/players/f/foxji01.html,False,False,743,41.8,6.627791666666666,0,0,0,0,0,0.0
Rick Fox,1992,2004,F-G,79,230,"July 24, 1969",University of North Carolina,/players/f/foxri01.html,False,False,930,44.7,5.2486875,0,3,0,6,0,0.001
Randy Foye,2007,2017,G,76,213,"September 24, 1983",Villanova University,/players/f/foyera01.html,False,False,752,23.5,4.6076041666666665,0,0,0,0,0,0.0
Adonal Foyle,1998,2009,C,82,250,"March 9, 1975",Colgate University,/players/f/foylead01.html,False,False,733,18.7,3.9462916666666668,0,0,0,14,0,0.0
Richie Frahm,2004,2008,G,77,210,"August 14, 1977",Gonzaga University,/players/f/frahmri01.html,False,False,140,2.8,1.4851666666666665,0,0,0,0,0,0.0
Steve Francis,2000,2008,G,75,195,"February 21, 1977",University of Maryland,/players/f/francst01.html,False,False,576,54.1,12.243666666666668,0,0,3,24,0,0.08900000000000001
Tellis Frank,1988,1994,F-C,82,225,"April 26, 1965",Western Kentucky University,/players/f/frankte01.html,False,False,264,4.0,1.9822499999999998,0,0,0,0,0,0.0
Nat Frankel,1947,1947,F-G,72,195,"November 3, 1913",Brooklyn College,/players/f/frankna01.html,False,False,6,-0.2,-0.2,0,0,0,0,0,0.0
Jamaal Franklin,2014,2015,G,77,191,"July 21, 1991",San Diego State University,/players/f/frankja01.html,False,False,24,0.0,-0.0067083333333333335,0,0,0,0,0,0.0
William Franklin,1973,1976,F,79,220,"October 19, 1949",Purdue University,/players/f/frankwi01.html,False,False,107,0.2,,3,0,0,0,0,0.0
Ronald Franz,1968,1973,F,79,205,"October 20, 1945",University of Kansas,/players/f/franzro01.html,False,False,403,18.1,,6,0,0,0,0,0.0
Melvin Frazier,2019,2019,G,78,200,"August 30, 1996",Tulane University,/players/f/frazime01.html,True,False,3,-0.1,-0.081,0,0,0,0,0,0.0
Tim Frazier,2015,2019,G,73,170,"November 1, 1990",Pennsylvania State University,/players/f/fraziti01.html,True,False,224,5.7,2.3828125,0,0,0,0,0,0.0
Walt Frazier,1968,1980,G,76,200,"March 29, 1945",Southern Illinois University,/players/f/fraziwa01.html,False,True,825,113.5,15.619479166666666,0,2,7,62,1,0.995
Will Frazier,1966,1969,C-F,79,210,"August 24, 1942",Grambling State University,/players/f/fraziwi01.html,False,False,153,4.6,-0.0721875,2,0,0,0,0,0.0
Anthony Frederick,1989,1992,F,79,205,"December 7, 1964",Pepperdine University,/players/f/fredean01.html,False,False,147,0.7,0.49700000000000005,0,0,0,0,0,0.0
Jimmer Fredette,2012,2016,G,74,195,"February 25, 1989",Brigham Young University,/players/f/fredeji01.html,False,False,235,2.4,1.0475833333333333,0,0,0,0,0,0.0
World B. Free,1976,1988,G,74,185,"December 9, 1953",Guilford College,/players/f/freewo01.html,False,False,886,67.7,10.092833333333333,0,0,1,17,0,0.005
Joel Freeland,2013,2015,F-C,82,250,"February 7, 1987",,/players/f/freeljo01.html,False,False,151,3.2,1.5682083333333334,0,0,0,0,0,0.0
Donnie Freeman,1968,1976,G,75,185,"July 18, 1944",University of Illinois at Urbana-Champaign,/players/f/freemdo01.html,False,False,648,58.0,2.405,8,0,0,0,0,0.0
Gary Freeman,1971,1971,F,81,210,"July 25, 1948",Oregon State University,/players/f/freemga01.html,False,False,52,1.2,1.2335416666666668,0,0,0,0,0,0.0
Rod Freeman,1974,1974,F,79,225,"November 5, 1950",Vanderbilt University,/players/f/freemro01.html,False,False,35,0.0,0.0,0,0,0,0,0,0.0
Matt Freije,2005,2007,F,82,240,"October 2, 1981",Vanderbilt University,/players/f/freijma01.html,False,False,42,-0.6,-0.10412500000000001,0,0,0,0,0,0.0
Frido Frey,1947,1947,F,74,195,"October 26, 1921",Long Island University,/players/f/freyfr01.html,False,False,23,1.2,1.2,0,0,0,0,0,0.0
Larry Friend,1958,1958,G-F,76,185,"April 14, 1935",University of California,/players/f/frienla01.html,False,False,44,-0.4,-0.3911875,0,0,0,0,0,0.0
Pat Frink,1969,1969,G,76,195,"February 18, 1945",University of Colorado,/players/f/frinkpa01.html,False,False,48,-0.5,-0.484,0,0,0,0,0,0.0
Jim Fritsche,1954,1955,F-C,80,210,"December 10, 1931",Hamline University,/players/f/fritsji01.html,False,False,84,-1.6,0.08808333333333333,0,0,0,0,0,0.0
Channing Frye,2006,2019,C-F,84,255,"May 17, 1983",University of Arizona,/players/f/fryech01.html,True,False,879,38.8,6.4331249999999995,0,1,0,0,0,0.0
Bernie Fryer,1974,1975,G,75,185,"December 25, 1949",Brigham Young University,/players/f/fryerbe01.html,False,False,120,2.0,1.6042500000000002,1,0,0,0,0,0.0
Frank Fucarino,1947,1947,F,74,175,"July 24, 1920",Long Island University,/players/f/fucarfr01.html,False,False,28,0.4,0.4,0,0,0,0,0,0.0
Herm Fuetsch,1948,1948,G,72,170,"July 6, 1918",,/players/f/fuetshe01.html,False,False,42,0.9,0.9,0,1,0,0,0,0.0
Joe Fulks,1947,1954,F-C,77,190,"October 26, 1921",Murray State University,/players/f/fulksjo01.html,False,True,489,29.2,16.3,0,1,2,35,1,0.276
Carl Fuller,1971,1972,C,81,225,"January 10, 1946",Bethune-Cookman College,/players/f/fulleca01.html,False,False,76,1.3,,2,0,0,0,0,0.0
Hiram Fuller,2004,2004,F,81,240,"May 15, 1981","California State University, Fresno",/players/f/fullehi01.html,False,False,4,-0.1,-0.08420833333333333,0,0,0,0,0,0.0
Todd Fuller,1997,2001,C,83,255,"July 25, 1974",North Carolina State University,/players/f/fulleto02.html,False,False,225,2.2,0.6722083333333334,0,0,0,0,0,0.0
Tony Fuller,1981,1981,G,76,180,"September 4, 1958",Pepperdine University,/players/f/fulleto01.html,False,False,15,-0.1,-0.1085,0,0,0,0,0,0.0
Markelle Fultz,2018,2019,G,76,200,"May 29, 1998",University of Washington,/players/f/fultzma01.html,True,False,33,0.6,0.3291458333333333,0,0,0,0,0,0.0
Lawrence Funderburke,1998,2005,F,81,230,"December 15, 1970","Indiana University, Ohio State University",/players/f/fundela01.html,False,False,318,12.9,3.6764999999999994,0,0,0,0,0,0.0
Terry Furlow,1977,1980,G-F,76,190,"October 18, 1954",Michigan State University,/players/f/furlote01.html,False,False,239,7.3,3.266625,0,0,0,0,0,0.0
Bill Gabor,1950,1955,G-F,71,170,"May 13, 1922",Syracuse University,/players/g/gaborbi01.html,False,False,307,11.2,3.5,0,0,1,0,0,0.0
Dan Gadzuric,2003,2012,C,83,240,"February 2, 1978","University of California, Los Angeles",/players/g/gadzuda01.html,False,False,527,15.8,5.200416666666667,0,0,0,0,0,0.0
Deng Gai,2006,2006,F,81,250,"March 22, 1982",Fairfield University,/players/g/gaide01.html,False,False,2,0.0,-0.0015624999999999999,0,0,0,0,0,0.0
Elmer Gainer,1948,1950,F-C,78,195,"November 22, 1918",DePaul University,/players/g/gaineel01.html,False,False,20,-0.3,0.0,0,0,0,0,0,0.0
Bill Gaines,1969,1969,G,76,185,"March 10, 1946",East Texas State University,/players/g/gainebi01.html,False,False,1,0.0,,1,0,0,0,0,0.0
Corey Gaines,1989,1995,G,75,195,"June 1, 1965","University of California, Los Angeles, Loyola Marymount University",/players/g/gaineco01.html,False,False,80,1.1,0.550875,0,0,0,0,0,0.0
David Gaines,1968,1968,G,73,170,"February 27, 1942",LeMoyne-Owen College,/players/g/gaineda01.html,False,False,3,-0.1,,1,0,0,0,0,0.0
Reece Gaines,2004,2006,G,78,205,"January 7, 1981",University of Louisville,/players/g/gainere01.html,False,False,71,-0.6,0.03825,0,0,0,0,0,0.0
Sundiata Gaines,2010,2012,G,73,185,"April 18, 1986",University of Georgia,/players/g/gainesu01.html,False,False,113,1.4,0.9747291666666666,0,0,0,0,0,0.0
Mike Gale,1972,1982,G,76,185,"July 18, 1950",Elizabeth City State University,/players/g/galemi01.html,False,False,842,34.6,4.059375,5,0,0,9,0,0.0
Chad Gallagher,1994,1994,C,82,255,"May 30, 1969",Creighton University,/players/g/gallach01.html,False,False,2,0.1,0.090125,0,0,0,0,0,0.0
Harry Gallatin,1949,1958,F-C,78,210,"April 26, 1927",Truman State University,/players/g/gallaha01.html,False,True,682,78.4,11.768749999999999,0,0,7,41,1,0.809
Danilo Gallinari,2009,2019,F,82,225,"August 8, 1988",,/players/g/gallida01.html,True,False,525,47.2,7.263729166666667,0,0,0,0,0,0.0
Langston Galloway,2015,2019,G,74,200,"December 9, 1991",Saint Joseph's University,/players/g/gallola01.html,True,False,305,8.9,3.261270833333333,0,0,0,0,0,0.0
Dave Gambee,1959,1970,F,78,215,"April 16, 1937",Oregon State University,/players/g/gambeda01.html,False,False,750,35.1,6.950937499999999,0,1,0,0,0,0.001
Kevin Gamble,1988,1997,F-G,77,210,"November 13, 1965",University of Iowa,/players/g/gamblke01.html,False,False,649,33.3,8.287125,0,0,0,0,0,0.0
Bob Gantt,1947,1947,F-C,76,205,"June 22, 1922",Duke University,/players/g/ganttbo01.html,False,False,23,1.3,1.3,0,0,0,0,0,0.0
Jorge Garbajosa,2007,2008,F,81,245,"December 19, 1977",,/players/g/garbajo01.html,False,False,74,3.0,2.9430416666666663,0,0,0,0,0,0.0
Ruben Garces,2001,2001,F,81,245,"October 17, 1973",Providence College,/players/g/garceru01.html,False,False,13,0.0,0.08525,0,0,0,0,0,0.0
Alex Garcia,2004,2005,G,75,220,"March 4, 1980",,/players/g/garcial01.html,False,False,10,-0.1,-0.08639583333333334,0,0,0,0,0,0.0
Francisco Garcia,2006,2015,F-G,79,195,"December 31, 1981",University of Louisville,/players/g/garcifr01.html,False,False,549,18.2,4.235666666666667,0,0,0,0,0,0.0
Chuck Gardner,1968,1968,F,80,205,"September 30, 1944",University of Colorado,/players/g/gardnch01.html,False,False,42,1.0,,1,0,0,0,0,0.0
Earl Gardner,1949,1949,F,75,195,"September 18, 1923",DePauw University,/players/g/gardnea01.html,False,False,50,0.7,0.7,0,1,0,0,0,0.0
Kenneth Gardner,1976,1976,F,77,205,"September 27, 1949",University of Utah,/players/g/gardnke01.html,False,False,9,0.1,,1,0,0,0,0,0.0
Thomas Gardner,2008,2009,G,77,225,"February 8, 1985",University of Missouri,/players/g/gardnth01.html,False,False,20,-0.4,-0.12,0,0,0,0,0,0.0
Vern Gardner,1950,1952,F-C,77,200,"May 14, 1925",University of Utah,/players/g/gardnve01.html,False,False,151,7.4,5.9,0,0,0,0,0,0.0
Jack Garfinkel,1947,1949,G,72,190,"June 13, 1918",St. John's University,/players/g/garfija01.html,False,False,92,0.9,1.1,0,0,0,0,0,0.0
Patricio Garino,2017,2017,G-F,78,210,"May 17, 1993",George Washington University,/players/g/garinpa01.html,True,False,5,-0.2,-0.22395833333333334,0,0,0,0,0,0.0
Gary Garland,1980,1980,G,76,180,"October 12, 1957",DePaul University,/players/g/garlaga01.html,False,False,78,0.5,0.4608333333333334,0,0,0,0,0,0.0
Winston Garland,1988,1995,G,74,170,"December 19, 1964",Missouri State University,/players/g/garlawi01.html,False,False,511,14.2,4.545875,0,0,0,0,0,0.0
Dick Garmaker,1956,1961,G-F,75,200,"October 29, 1932",University of Minnesota,/players/g/garmadi01.html,False,False,421,25.6,7.51875,0,0,4,1,0,0.026000000000000002
Bill Garner,1968,1968,C,82,220,"June 17, 1940",University of Portland,/players/g/garnebi01.html,False,False,53,-0.7,,1,0,0,0,0,0.0
Chris Garner,1998,2001,G,70,156,"February 2, 1975",University of Memphis,/players/g/garnech01.html,False,False,46,-0.8,-0.42118750000000005,0,0,0,0,0,0.0
Bill Garnett,1983,1986,F,81,225,"April 22, 1960",University of Wyoming,/players/g/garnebi02.html,False,False,300,10.8,3.9096458333333337,0,0,0,0,0,0.0
Kevin Garnett,1996,2016,F-C,83,240,"May 19, 1976",,/players/g/garneke01.html,False,False,1462,191.4,18.309,0,1,15,128,0,1.0
Marlon Garnett,1999,1999,G,74,186,"July 3, 1975",Santa Clara University,/players/g/garnema01.html,False,False,24,0.0,0.008541666666666668,0,0,0,0,0,0.0
Calvin Garrett,1981,1984,F,79,190,"July 11, 1956","Austin Peay State University, Oral Roberts University",/players/g/garreca01.html,False,False,166,2.6,1.365,0,0,0,0,0,0.0
Dean Garrett,1997,2002,C,82,225,"November 27, 1966",Indiana University,/players/g/garrede01.html,False,False,359,14.1,6.209062499999999,0,0,0,0,0,0.0
Diante Garrett,2013,2014,G,76,190,"November 3, 1988",Iowa State University,/players/g/garredi02.html,False,False,90,-1.0,-0.22660416666666663,0,0,0,0,0,0.0
Dick Garrett,1970,1974,G,75,185,"January 31, 1947",Southern Illinois University,/players/g/garredi01.html,False,False,339,6.0,2.375,0,0,0,0,0,0.0
Rowland Garrett,1973,1977,F,78,210,"July 16, 1950",Florida State University,/players/g/garrero01.html,False,False,263,5.4,3.105375,0,0,0,0,0,0.0
Tom Garrick,1989,1992,G,74,185,"July 7, 1966",University of Rhode Island,/players/g/garrito01.html,False,False,251,5.9,2.509791666666667,0,0,0,0,0,0.0
John Garris,1984,1984,F,80,205,"June 6, 1959","University of Michigan, Boston College",/players/g/garrijo01.html,False,False,33,0.9,0.9233750000000001,0,0,0,0,0,0.0
